Ensembl_ID,GeneSymbol,Description,EntrezID,Biotype,Human_Ensembl_ID,Human_GeneSymbol,Human_Entrez_ID,Tibia_activity,Tibia_mean_FPKM,Femur_activity,Femur_mean_FPKM,Humerus_activity,Humerus_mean_FPKM,Active_tissue_number,InVitro_active_osteocytes,LaserCaptured_active_osteocytes,CollagenaseDigested_active_osteocytes,Female4_activity,Female4_mean_FPKM,Female10_activity,Female10_mean_FPKM,Female16_activity,Female16_mean_FPKM,Female26_activity,Female26_mean_FPKM,Male4_activity,Male4_mean_FPKM,Male10_activity,Male10_mean_FPKM,Male16_activity,Male16_mean_FPKM,Male26_activity,Male26_mean_FPKM,Skeletal_maturation_cluster,Skeletal_maturation_cluster_corr,Skeletal_maturation_cluster_corr_pval,Osteocyte_activity,Osteocyte_mean_FPKM,Osteocyte_marrow_activity,Osteocyte_marrow_mean_FPKM,LFC,LFC_CI_Upper,LFC_CI_Lower,Above_threshold,Ayturk_muscle,Ayturk_marrow,Ayturk_blood,Ayturk_contaminant,Osteocyte_transcriptome,Osteocyte_transcriptome_signature,Total_gene_universe,Osteocyte_Tau,Skeletal_GO_Term,Skeletal_MP_Term,Skeletal_annotation,IDGSW3_Day3_mean_CPM,IDGSW3_Day14_mean_CPM,IDGSW3_Day35_mean_CPM,IDGSW3_cluster,OBCD_phenotype
ENSMUSG00000012017,Scarf2,"scavenger receptor class F, member 2 [Source:MGI Symbol;Acc:MGI:1858430]",224024,protein_coding,ENSG00000244486,SCARF2,91179,8,33.52,8,24.68375,8,30.83625,10,TRUE,FALSE,TRUE,5,46.938,5,45.486,5,40.424,5,28.382,5,46.62,5,48.598,5,32.92,5,39.202,black,0.9074988,6.83E-16,5,36.864,5,3.078,3.563598,3.942479,3.184718,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.787,NA,TRUE,TRUE,1677.67,2715.33,1310,Maturation,FALSE
ENSMUSG00000031502,Col4a1,"collagen, type IV, alpha 1 [Source:MGI Symbol;Acc:MGI:88454]",12826,protein_coding,ENSG00000187498,COL4A1,1282,8,56.2475,8,42.81125,8,46.55375,12,TRUE,TRUE,TRUE,5,143.3,5,68.462,5,63.936,5,58.492,5,141.056,5,74.802,5,58.216,5,60.168,black,0.9074772,6.86E-16,5,57.022,5,9.474,2.635932,2.967669,2.304194,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.221,NA,FALSE,FALSE,11513.67,7403.67,3567,Early expression,FALSE
ENSMUSG00000037852,Cpe,carboxypeptidase E [Source:MGI Symbol;Acc:MGI:101932],12876,protein_coding,ENSG00000109472,CPE,1363,8,176.2163,8,159.2887,8,155.99,11,TRUE,TRUE,TRUE,5,242.904,5,200.772,5,138.69,5,116.272,5,229.336,5,155.646,5,121.182,5,94.932,brown,0.9069889,7.55E-16,5,138.354,5,12.162,3.499203,3.923833,3.074572,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.11,NA,FALSE,FALSE,1598.33,2804.33,6508.67,Maturation,FALSE
ENSMUSG00000029673,Auts2,autism susceptibility candidate 2 [Source:MGI Symbol;Acc:MGI:1919847],319974,protein_coding,ENSG00000158321,AUTS2,26053,8,26.53,8,13.82875,8,17.0525,11,TRUE,FALSE,TRUE,5,21.374,5,24.964,5,18.148,5,21.18,5,21.758,5,14.818,5,13.742,5,17.69,black,0.9065327,8.25E-16,5,18.8,5,4.834,2.386087,2.733353,2.038821,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.532,NA,FALSE,FALSE,67.67,140.67,185.67,Maturation,TRUE
ENSMUSG00000031760,Mt3,metallothionein 3 [Source:MGI Symbol;Acc:MGI:97173],17751,protein_coding,ENSG00000087250,MT3,4504,8,15.09875,8,23.60875,8,14.01375,5,FALSE,TRUE,FALSE,5,41.656,5,27.374,5,36.998,5,38.974,5,42.154,5,17.032,5,17.532,5,15.244,magenta,0.9063993,8.47E-16,5,17.682,4,1.712,3.211048,4.464527,1.95757,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.347,NA,FALSE,FALSE,0.33,0,0,Maturation,FALSE
ENSMUSG00000103195,NA,NA,NA,TEC,NA,NA,NA,8,7.12625,8,3.60625,8,5.90625,0,TRUE,FALSE,FALSE,5,9.688,5,8.642,5,6.706,5,5.834,5,10.66,5,9.222,5,6.106,5,7.108,black,0.9063366,8.57E-16,5,5.93,3,0.574,3.40925,4.260634,2.557866,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,NA,FALSE,FALSE,895,251.67,61.33,Early expression,FALSE
ENSMUSG00000022665,Ccdc80,coiled-coil domain containing 80 [Source:MGI Symbol;Acc:MGI:1915146],NA,protein_coding,ENSG00000091986,CCDC80,151887,8,62.33625,8,40.0825,8,59.245,12,TRUE,TRUE,TRUE,5,100.432,5,89.57,5,87.104,5,64.494,5,110,5,87.396,5,54.758,5,58.9,black,0.9057878,9.53E-16,5,63.37,5,5.608,3.67009,4.099945,3.240234,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.397,NA,FALSE,FALSE,13915,8209,13141,Maturation,FALSE
ENSMUSG00000027864,Ptgfrn,prostaglandin F2 receptor negative regulator [Source:MGI Symbol;Acc:MGI:1277114],19221,protein_coding,ENSG00000134247,PTGFRN,5738,8,17.25125,8,13.26375,8,15.6075,12,TRUE,FALSE,TRUE,5,30.028,5,26.762,5,20.258,5,12.396,5,30.692,5,25.41,5,14.392,5,14.678,black,0.9054343,1.02E-15,5,15.132,5,2.658,2.470976,2.884174,2.057778,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.46,NA,FALSE,FALSE,926,2138.33,1840.67,Maturation,FALSE
ENSMUSG00000018417,Myo1b,myosin IB [Source:MGI Symbol;Acc:MGI:107752],17912,protein_coding,ENSG00000128641,MYO1B,4430,8,74.2475,8,67.57125,8,70.06125,12,TRUE,TRUE,TRUE,5,84.63,5,74.706,5,76.83,5,71.752,5,79.27,5,62.956,5,54.742,5,54.542,brown,0.9053652,1.03E-15,5,73.43,5,8.978,3.386648,3.596729,3.176566,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.475,NA,FALSE,FALSE,8316.33,6759.67,8022.33,Maturation,FALSE
ENSMUSG00000007653,Gabrb2,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 2 [Source:MGI Symbol;Acc:MGI:95620]",14401,protein_coding,ENSG00000145864,GABRB2,2561,5,0.565,6,0.9075,8,1.36375,3,FALSE,FALSE,TRUE,5,3.642,5,2.07,5,1.936,5,1.33,5,3.076,5,1.512,5,1.514,5,1.322,brown,0.9049643,1.12E-15,5,1.922,0,0.202,3.710468,5.198742,2.222195,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,NA,FALSE,FALSE,1.67,1,0,Early expression,FALSE
ENSMUSG00000028019,Pdgfc,"platelet-derived growth factor, C polypeptide [Source:MGI Symbol;Acc:MGI:1859631]",NA,protein_coding,ENSG00000145431,PDGFC,56034,8,11.93375,8,11.81375,8,11.78875,11,TRUE,FALSE,TRUE,5,17.172,5,14.632,5,14.418,5,13.478,5,15.632,5,11.71,5,9.106,5,8.68,brown,0.9045076,1.22E-15,5,11.56,5,2.712,2.157726,2.427347,1.888105,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.736,NA,TRUE,TRUE,1874,3277,2680,Maturation,FALSE
ENSMUSG00000026014,Raph1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:MGI Symbol;Acc:MGI:1924550],77300,protein_coding,ENSG00000173166,RAPH1,65059,8,64.2875,8,56.07125,8,59.72,12,TRUE,FALSE,TRUE,5,55.302,5,46.534,5,51.426,5,47.01,5,54.804,5,46.698,5,43.108,5,41.6,brown,0.9042295,1.28E-15,5,46.328,5,13.174,1.971696,2.270547,1.672845,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.558,NA,FALSE,FALSE,1425.67,417.33,879.67,Maturation,FALSE
ENSMUSG00000052957,Gas1,growth arrest specific 1 [Source:MGI Symbol;Acc:MGI:95655],14451,protein_coding,ENSG00000180447,GAS1,2619,8,15.65625,8,12.225,8,13.77375,12,TRUE,FALSE,TRUE,5,24.908,5,19.1,5,15.56,5,13.636,5,23.2,5,16.276,5,14.638,5,18.258,black,0.9038973,1.37E-15,5,16.06,5,1.702,3.233616,3.533561,2.933671,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.395,"GO:0042733, GO:0048701, GO:0048706",TRUE,TRUE,6524.33,7646,936.33,Early expression,FALSE
ENSMUSG00000069920,B3gnt9,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9 [Source:MGI Symbol;Acc:MGI:2142841]",NA,protein_coding,ENSG00000237172,B3GNT9,84752,8,14.90375,8,12.99625,8,14.52375,9,TRUE,FALSE,TRUE,5,25.96,5,23.632,5,18.372,5,14.146,5,24.16,5,20.974,5,14.964,5,15.17,black,0.9036847,1.42E-15,5,17.008,5,1.732,3.250336,3.813051,2.68762,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.821,NA,FALSE,FALSE,1565,2990,1820.33,Maturation,FALSE
ENSMUSG00000071176,Arhgef10,Rho guanine nucleotide exchange factor (GEF) 10 [Source:MGI Symbol;Acc:MGI:2444453],234094,protein_coding,ENSG00000104728,ARHGEF10,9639,8,9.31875,8,8.84625,8,9.13875,12,TRUE,TRUE,FALSE,5,12.494,5,10.43,5,9.844,5,8.842,5,10.234,5,12.046,5,9.366,5,9.346,black,0.9033993,1.50E-15,5,10.258,5,1.548,2.43121,2.873941,1.98848,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.32,NA,FALSE,FALSE,1806.33,2578,1248.67,Maturation,FALSE
ENSMUSG00000022754,Tmem45a,transmembrane protein 45a [Source:MGI Symbol;Acc:MGI:1913122],56277,protein_coding,ENSG00000181458,TMEM45A,55076,8,5.36875,8,4.64125,8,4.78375,9,TRUE,TRUE,TRUE,5,8.522,5,7.308,5,4.424,5,4.464,5,9.698,5,6.544,5,4.23,5,3.52,brown,0.9032627,1.54E-15,5,5.456,1,0.624,3.171629,3.991634,2.351624,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.778,NA,FALSE,FALSE,1079.67,863.67,1495.67,Maturation,FALSE
ENSMUSG00000038331,Satb2,special AT-rich sequence binding protein 2 [Source:MGI Symbol;Acc:MGI:2679336],212712,protein_coding,ENSG00000119042,SATB2,23314,8,93.45125,8,87.33,8,84.47375,1,TRUE,TRUE,TRUE,5,107.956,5,89.55,5,98.256,5,94.57,5,106.036,5,82.138,5,74.018,5,59.056,brown,0.9029625,1.63E-15,5,102.856,5,8.464,3.693364,3.993661,3.393068,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.975,"GO:0002076, GO:0048704, GO:0051216",TRUE,TRUE,187.67,220,950.33,Maturation,FALSE
ENSMUSG00000048915,Efna5,ephrin A5 [Source:MGI Symbol;Acc:MGI:107444],13640,protein_coding,ENSG00000184349,EFNA5,1946,8,16.0575,8,7.77125,8,15.8175,11,TRUE,TRUE,TRUE,5,20.956,5,23.088,5,19.326,5,13.682,5,23.892,5,21.936,5,14.844,5,17.342,black,0.9029674,1.63E-15,5,13.708,5,1.692,2.696183,3.3821,2.010266,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.639,NA,FALSE,FALSE,1492,1276.67,652.67,Early expression,FALSE
ENSMUSG00000021760,Gpx8,glutathione peroxidase 8 (putative) [Source:MGI Symbol;Acc:MGI:1916840],69590,protein_coding,ENSG00000164294,GPX8,493869,8,65.28625,8,54.8625,8,58.71125,12,TRUE,TRUE,TRUE,5,86.894,5,78.588,5,65.684,5,50.044,5,91.304,5,53.052,5,43.852,5,37.958,brown,0.9027269,1.70E-15,5,48.748,5,7.24,2.742274,3.106032,2.378516,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.35,NA,FALSE,FALSE,3181.67,4071.33,3161.67,Maturation,FALSE
ENSMUSG00000014303,Glis2,GLIS family zinc finger 2 [Source:MGI Symbol;Acc:MGI:1932535],83396,protein_coding,ENSG00000126603,GLIS2,84662,8,18.73625,8,15.33,8,15.81625,11,TRUE,TRUE,TRUE,5,23.676,5,20.836,5,20.458,5,15.25,5,23.288,5,17.496,5,18.59,5,15.842,black,0.902357,1.82E-15,5,23.832,5,2.258,3.049489,3.512588,2.58639,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.477,NA,FALSE,FALSE,826.33,1588,1085,Maturation,FALSE
ENSMUSG00000040254,Sema3d,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D [Source:MGI Symbol;Acc:MGI:1860118]",108151,protein_coding,ENSG00000153993,SEMA3D,223117,8,34.8425,8,25.21625,8,26.59125,8,TRUE,FALSE,TRUE,5,33.616,5,29.178,5,21.714,5,19.244,5,31.508,5,23.54,5,18.102,5,13.944,brown,0.9019262,1.98E-15,5,24.396,5,1.536,4.124794,4.831746,3.417842,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.898,NA,FALSE,FALSE,133,1046.67,707.67,Maturation,FALSE
ENSMUSG00000021994,Wnt5a,"wingless-type MMTV integration site family, member 5A [Source:MGI Symbol;Acc:MGI:98958]",22418,protein_coding,ENSG00000114251,WNT5A,7474,8,4.6225,8,3.07625,8,4.54375,11,TRUE,FALSE,TRUE,5,9.936,5,8.55,5,5.89,5,4.148,5,10.536,5,8.572,5,5.01,5,7.08,black,0.9018926,1.99E-15,5,5.006,0,0.31,3.957984,4.539367,3.376601,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.339,"GO:0030326, GO:0035108, GO:0042733, GO:0051216, GO:0061036, GO:0048706, GO:0045778",TRUE,TRUE,1859.67,4436.67,2420.33,Maturation,FALSE
ENSMUSG00000070044,Fam149a,"family with sequence similarity 149, member A [Source:MGI Symbol;Acc:MGI:2387177]",212326,protein_coding,ENSG00000109794,FAM149A,25854,8,5.46375,8,4.5125,8,5.265,11,TRUE,FALSE,TRUE,5,8.892,5,6.286,5,5.724,5,4.758,5,8.944,5,6.146,5,4.986,5,5.37,black,0.9018571,2.00E-15,5,6.344,5,0.998,2.487808,2.947369,2.028247,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.266,NA,FALSE,FALSE,1205.67,907.67,817.33,Maturation,FALSE
ENSMUSG00000021464,Ror2,receptor tyrosine kinase-like orphan receptor 2 [Source:MGI Symbol;Acc:MGI:1347521],26564,protein_coding,ENSG00000169071,ROR2,4920,8,2.335,8,1.4925,8,2.19125,5,TRUE,FALSE,FALSE,5,5.28,5,3.786,5,2.698,5,1.618,5,4.912,5,4.632,5,2.462,5,3.312,black,0.9018726,2.00E-15,5,2.642,0,0.256,3.283058,3.918697,2.64742,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.781,"GO:0001501, GO:0001502",TRUE,TRUE,787,910,278,Early expression,FALSE
ENSMUSG00000013033,Lphn1,latrophilin 1 [Source:MGI Symbol;Acc:MGI:1929461],330814,protein_coding,ENSG00000072071,ADGRL1,22859,8,15.3975,8,14.4175,8,13.82875,12,TRUE,FALSE,TRUE,5,18.302,5,15.086,5,15.842,5,13.138,5,19.106,5,16.93,5,14.948,5,19.004,black,0.9015965,2.10E-15,5,19.35,5,5.902,1.833632,2.011181,1.656082,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.25,NA,FALSE,FALSE,1526.33,1759,650,Early expression,FALSE
ENSMUSG00000027803,Wwtr1,WW domain containing transcription regulator 1 [Source:MGI Symbol;Acc:MGI:1917649],97064,protein_coding,ENSG00000018408,WWTR1,25937,8,19.6075,8,15.37625,8,18.56875,12,TRUE,FALSE,TRUE,5,23.364,5,22.006,5,18.01,5,16.494,5,22.572,5,21.544,5,17.468,5,20.53,black,0.9014213,2.17E-15,5,17.18,5,1.878,3.211336,3.543495,2.879177,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.312,GO:0001649,TRUE,TRUE,6132,7632.33,3304.67,Early expression,FALSE
ENSMUSG00000040711,Sh3pxd2b,SH3 and PX domains 2B [Source:MGI Symbol;Acc:MGI:2442062],268396,protein_coding,ENSG00000174705,SH3PXD2B,285590,8,67.585,8,60.36625,8,62.82,11,TRUE,FALSE,TRUE,5,76.46,5,64.862,5,61.15,5,50.35,5,76.188,5,56.234,5,50.12,5,44.144,brown,0.9011778,2.27E-15,5,63.966,5,6.216,3.331162,3.595399,3.066925,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.867,"GO:0001501, GO:0060348",TRUE,TRUE,2142.67,4204,1794.33,Maturation,FALSE
ENSMUSG00000017667,Zfp334,zinc finger protein 334 [Source:MGI Symbol;Acc:MGI:2388656],228876,protein_coding,ENSG00000198185,ZNF334,55713,8,2.07875,8,1.56125,8,2.0825,7,TRUE,FALSE,TRUE,5,2.67,5,2.33,5,1.914,5,1.798,5,2.576,5,2.282,5,1.746,5,2.06,black,0.9008058,2.43E-15,5,2.152,0,0.232,3.199422,3.561528,2.837315,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.377,NA,FALSE,FALSE,960.33,1593.67,539.67,Maturation,FALSE
ENSMUSG00000032925,Itgbl1,"integrin, beta-like 1 [Source:MGI Symbol;Acc:MGI:2443439]",223272,protein_coding,ENSG00000198542,ITGBL1,9358,8,6.9325,8,2.19375,8,6.70875,6,TRUE,FALSE,TRUE,5,8.06,5,13.808,5,9.704,5,6.38,5,7.158,5,14.48,5,8.154,5,13.358,pink,0.9004671,2.58E-15,5,5.646,0,0.252,4.357274,5.689364,3.025185,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.478,NA,FALSE,FALSE,1641.33,9099.33,8766.67,Maturation,FALSE
ENSMUSG00000052504,Epha3,Eph receptor A3 [Source:MGI Symbol;Acc:MGI:99612],13837,protein_coding,ENSG00000044524,EPHA3,2042,8,4.78625,8,1.48625,8,2.97625,5,TRUE,FALSE,TRUE,5,6.206,5,5.148,5,4.024,5,2.472,5,6.026,5,5.514,5,3.4,5,4.354,black,0.9004309,2.60E-15,5,3.124,0,0.146,4.33783,5.329443,3.346217,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.792,NA,FALSE,FALSE,6709.67,7997.67,3142,Early expression,FALSE
ENSMUSG00000026825,Dnm1,dynamin 1 [Source:MGI Symbol;Acc:MGI:107384],13429,protein_coding,ENSG00000106976,DNM1,1759,8,17.465,8,12.7575,8,17.3225,11,TRUE,FALSE,FALSE,5,22.956,5,22.316,5,18.846,5,12.856,5,20.638,5,23.008,5,18.362,5,22.98,black,0.8997172,2.96E-15,5,18.116,5,1.534,3.845913,4.423591,3.268235,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.234,NA,FALSE,FALSE,1377,3750,1044.67,Maturation,FALSE
ENSMUSG00000031906,Smpd3,"sphingomyelin phosphodiesterase 3, neutral [Source:MGI Symbol;Acc:MGI:1927578]",58994,protein_coding,ENSG00000103056,SMPD3,55512,8,52.04625,8,55.1025,8,46.13875,8,TRUE,TRUE,TRUE,5,76.844,5,56.706,5,43.694,5,33.258,5,81.16,5,45.854,5,37.744,5,18.606,brown,0.8987624,3.51E-15,5,44.56,5,4.094,3.40718,4.042758,2.771602,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.867,NA,TRUE,TRUE,39.67,17.67,1683.33,Maturation,FALSE
ENSMUSG00000039043,2610034B18Rik,RIKEN cDNA 2610034B18 gene [Source:MGI Symbol;Acc:MGI:1917670],70420,protein_coding,ENSG00000242498,ARPIN,348110,8,6.245,8,5.53875,8,6.09375,12,TRUE,TRUE,TRUE,5,7.668,5,7.242,5,7.224,5,6.17,5,8.2,5,6.648,5,5.994,5,6.284,black,0.8987195,3.54E-15,5,5.86,5,1.148,2.275564,2.729277,1.82185,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.218,NA,FALSE,FALSE,471.33,387.67,211,Early expression,FALSE
ENSMUSG00000000753,Serpinf1,"serine (or cysteine) peptidase inhibitor, clade F, member 1 [Source:MGI Symbol;Acc:MGI:108080]",20317,protein_coding,ENSG00000132386,SERPINF1,5176,8,931.02625,8,631.82625,8,639.23125,12,TRUE,TRUE,TRUE,5,1132.246,5,643.244,5,331.698,5,231.952,5,1165.51,5,596.792,5,365.368,5,280.196,brown,0.898667336,3.57E-15,5,575.03,5,45.802,3.662315408,4.121721582,3.202909234,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.2,NA,TRUE,TRUE,603,836.67,2768,Maturation,FALSE
ENSMUSG00000034520,Gjc1,"gap junction protein, gamma 1 [Source:MGI Symbol;Acc:MGI:95718]",NA,protein_coding,ENSG00000182963,GJC1,10052,8,7.0175,8,4.28,8,6.0775,11,TRUE,FALSE,TRUE,5,10.752,5,8.134,5,6.528,5,6.316,5,9.344,5,9.342,5,6.834,5,8.088,black,0.8980245,4.00E-15,5,6.574,3,0.746,3.10395,3.7868,2.421101,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.325,NA,FALSE,FALSE,910.33,477.67,94,Early expression,FALSE
ENSMUSG00000018339,Gpx3,glutathione peroxidase 3 [Source:MGI Symbol;Acc:MGI:105102],14778,protein_coding,ENSG00000211445,GPX3,2878,8,534.72,8,405.8875,8,619.5725,12,TRUE,TRUE,TRUE,5,477.826,5,741.404,5,643.714,5,481.684,5,394.112,5,831.974,5,525.264,5,795.252,pink,0.8973719,4.49E-15,5,552.938,5,69.712,2.988651,3.217804,2.759498,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.11,NA,FALSE,FALSE,1873.67,5197.33,4587.67,Maturation,FALSE
ENSMUSG00000001494,Sost,sclerostin [Source:MGI Symbol;Acc:MGI:1921749],74499,protein_coding,ENSG00000167941,SOST,50964,8,430.5775,8,403.21625,8,462.33125,3,TRUE,FALSE,TRUE,5,44.434,5,196.716,5,508.488,5,647.774,5,32.266,5,179.354,5,289.498,5,392.036,purple,0.896639596,5.11E-15,5,613.894,5,4.784,6.979121402,7.446432825,6.511809978,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.917,"GO:0001503, GO:0030279",TRUE,TRUE,0,0,93,Maturation,FALSE
ENSMUSG00000036596,Cpz,carboxypeptidase Z [Source:MGI Symbol;Acc:MGI:88487],242939,protein_coding,ENSG00000109625,CPZ,8532,8,54.145,8,51.28875,8,41.7775,3,TRUE,FALSE,TRUE,5,78.714,5,42.586,5,28.982,5,24.256,5,80.896,5,36.856,5,30.474,5,11.59,brown,0.895929,5.78E-15,5,37.95,5,3.41,3.548649,4.467084,2.630213,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.975,NA,FALSE,FALSE,977.33,2246.33,2001,Maturation,FALSE
ENSMUSG00000044807,Zfp354c,zinc finger protein 354C [Source:MGI Symbol;Acc:MGI:1353621],30944,protein_coding,ENSG00000177932,ZNF354C,30832,8,8.88125,8,7.64625,8,8.48,10,TRUE,FALSE,TRUE,5,15.43,5,12.282,5,8.476,5,8.364,5,13.604,5,10.054,5,7.156,5,7.332,brown,0.8959004,5.81E-15,5,9.046,5,1.268,2.538209,3.06082,2.015598,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.658,NA,FALSE,FALSE,552.67,1758.99,924.33,Maturation,FALSE
ENSMUSG00000022656,Pvrl3,poliovirus receptor-related 3 [Source:MGI Symbol;Acc:MGI:1930171],58998,protein_coding,ENSG00000177707,NECTIN3,25945,8,10.20375,8,8.285,8,9.95,12,TRUE,FALSE,TRUE,5,16.286,5,15.84,5,10.93,5,9.708,5,16.764,5,13.68,5,10.188,5,8.18,black,0.8946754,7.18E-15,5,9.664,5,1.456,3.095624,3.52217,2.669077,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.38,NA,FALSE,FALSE,895.67,487,552.33,Maturation,FALSE
ENSMUSG00000053617,Sh3pxd2a,SH3 and PX domains 2A [Source:MGI Symbol;Acc:MGI:1298393],14218,protein_coding,ENSG00000107957,SH3PXD2A,9644,8,59.91875,8,46.9725,8,54.195,12,TRUE,FALSE,TRUE,5,80.846,5,67.424,5,58.408,5,42.584,5,86.11,5,69.662,5,45.454,5,46.51,black,0.8943466,7.59E-15,5,52.682,5,7.702,2.816854,3.057291,2.576417,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.475,NA,TRUE,TRUE,8379.33,14049.33,12187.67,Maturation,FALSE
ENSMUSG00000049288,Lix1l,Lix1-like [Source:MGI Symbol;Acc:MGI:3036267],280411,protein_coding,ENSG00000271601,LIX1L,128077,8,17.93,8,16.31625,8,16.45,12,TRUE,TRUE,TRUE,5,21.75,5,20.892,5,20.758,5,16.844,5,19.836,5,19.648,5,16.348,5,17.68,black,0.8939178,8.17E-15,5,19.644,5,3.202,2.460231,2.741176,2.179286,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.359,NA,FALSE,FALSE,3938,6300.05,2918.33,Maturation,FALSE
ENSMUSG00000063455,D630045J12Rik,RIKEN cDNA D630045J12 gene [Source:MGI Symbol;Acc:MGI:2669829],330286,protein_coding,ENSG00000122778,KIAA1549,57670,8,3.43,8,3.3925,8,3.205,7,TRUE,FALSE,FALSE,5,3.962,5,3.354,5,2.438,5,2.08,5,4.348,5,3.146,5,2.158,5,1.758,brown,0.8926668,1.01E-14,5,2.86,1,0.538,2.47833,3.004813,1.951846,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.371,NA,FALSE,FALSE,200.75,288.67,142,Maturation,FALSE
ENSMUSG00000027966,Col11a1,"collagen, type XI, alpha 1 [Source:MGI Symbol;Acc:MGI:88446]",12814,protein_coding,ENSG00000060718,COL11A1,1301,8,358.6425,8,356.1375,8,299.7063,4,TRUE,TRUE,TRUE,5,667.536,5,508.072,5,306.79,5,243.098,5,690.044,5,408.496,5,236.076,5,135.962,brown,0.892424,1.05E-14,5,253.114,5,23.226,3.434073,4.137456,2.730691,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.9,"GO:0001502, GO:0002063, GO:0048704, GO:0048705, GO:0051216, GO:0001503",TRUE,TRUE,29321,27287.67,55723.33,Maturation,FALSE
ENSMUSG00000072825,Cep170b,centrosomal protein 170B [Source:MGI Symbol;Acc:MGI:2145043],217882,protein_coding,ENSG00000099814,CEP170B,283638,8,6.635,8,5.60625,8,6.6625,12,TRUE,TRUE,TRUE,5,7.922,5,7.48,5,7.572,5,7.256,5,8.572,5,7.86,5,6.992,5,7.54,black,0.8923349,1.07E-14,5,8.24,5,0.96,3.109926,3.448133,2.771719,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.267,NA,FALSE,FALSE,2726.33,3688.33,1004.67,Early expression,FALSE
